col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
521,275501623,1358.01,pFP,"pVshape, pOED, pSS, pCO, LCMOD, LowSNR","16,17",1.67317,2.55,0.05,0.47,2.45,8.63701,8.37,1368,275501623,1358.01,,5,5,5,5,5,5,5,11.1,77.5,22.95,0,1,2,EB,FP,8.63701,0.006,,1,qlp,QLP,21:20:27.87,61:07:12.9,5.307,0.10300000000000001,3.7760000000000002,0.087,2458739.59911,0.00213,1.67346,2.0E-5,2.54,0.18100000000000002,0.42352,3.8500000000000003E-4,390.0,0.354149,5.10182,,19786.3,3304.0,25.0,356.681,5.825,10445.0,124.0,4.09,,2.45,,,,2.695,,"16,17,24",2019-10-30,2021-04-26,2022-12-14 12:09:24,TFOP FP; retired as EB
522,276360911,1382.01,pFP,"NT, FSOP, FSCP, LowSNR, UC, Short-P","16,17",0.44482,1.06,0.16,0.97,1.88,9.624260000000001,6.98,1392,276360911,1382.01,,5,5,5,5,5,5,5,108.6,282.2,83.22,2,1,1,PC,FA,9.624260000000001,0.006,,1,qlp,QLP,21:56:12.83,55:44:27.52,12.362,0.053,3.363,0.055999999999999994,2458738.89623,0.0018800000000000002,0.44482,5.0E-5,1.058,0.174,1.7494439999999998,0.00793,1610.0,7.30347,10.8884,0.742264,14152.2,3038.0,11.0,285.666,2.7319999999999998,7184.0,558.2,4.1,0.12,1.88,0.08,,,1.607,0.374496,"16,17",2019-10-30,2020-05-20,2022-12-14 12:09:24,
536,286561122,1658.01,PC,"FSOP, FSCP, pVshape, LowSNR, Short-P","18,19",0.67994,1.91,0.07,0.7,2.98,10.2674,7.93,1677,286561122,1658.01,,3,4,3,3,4,4,4,23.7,55.1,47.75,1,2,11,PC,PC,10.2674,0.006,,1,qlp,QLP,04:23:30.29,35:29:42.39,-2.883,0.124,-12.716,0.08,2458817.94441,0.00457,0.67994,3.3E-4,1.9069999999999998,0.33899999999999997,0.727687,0.0017879999999999999,670.0,1.64684,7.85887,0.6263,18638.5,3255.0,14.0,506.86400000000003,12.112,7325.5,136.6,3.71,0.09,2.98,0.18,0.275,0.02,1.66,0.275158,"18,19",2020-01-29,2020-01-29,2022-12-14 12:09:24,very short orbital period possibly too close to the star; a/Rstar = 1.3
589,312259170,1529.01,FP,"CO, Vshape, FSCP, OED, Short-P","17,18",0.8229,2.07,0.27,0.0,0.0,10.4049,6.44,1548,312259170,1529.01,,5,5,5,5,5,5,5,67.5,96.2,317.0,3,1,1,PC,FP,10.4049,0.031,,1,qlp,QLP,00:44:10.27,59:27:52.19,0.435,0.042,-0.934,0.037000000000000005,2458764.9405400003,0.00115,0.8229,2.9999999999999997E-5,2.068,0.213,2.891906,0.004967,2660.0,4.5744,,,59083.0,4343.0,61.0,969.5939999999999,30.5625,8078.0,156.3,3.8,0.09,,,,,2.77,0.39271799999999996,"17,18",2019-12-05,2019-12-05,2022-12-14 12:09:24,Some odd-even
590,312469860,1530.01,FP,"pCO, Vshape, SS, Short-P, FSCP,Short-P, LCMOD","17,18",0.50261,1.13,0.11,0.56,1.67,9.9475,7.38,1549,312469860,1530.01,,5,5,5,5,5,5,5,39.4,127.9,32.65,1,2,0,PC,FP,9.9475,0.006,,1,qlp,QLP,00:51:31.54,55:42:39.33,16.0,3.8,-23.9,3.4,2458764.79362,0.0013,0.50261,2.0E-5,1.127,0.237,1.2167059999999998,0.003221,1120.0,2.96692,6.28067,,15525.5,,31.0,257.461,,6941.0,,,,1.67,,,,,,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,Significant secondary; likely EB; Slight depth-aperture correlation; variable star
592,316402246,1498.01,FP,"Vshape, OED, CO, FSOP, Short-P","15,16,17",1.3978700000000002,2.45,0.66,2.58,1.6,9.6788,5.45,1517,316402246,1498.01,,5,5,5,5,5,5,5,89.8,262.3,96.32,3,0,0,EB,FP,9.6788,0.006,,1,qlp-s57-ffi,QLP,21:27:53.64,54:31:11.34,12.323,0.071,16.871,0.071,2459836.924148,0.0033566000000000004,1.4014167,9.0E-6,3.661,0.17,2.9681130000000002,0.389151,2730.0,358.35699999999997,11.8932,0.575633,81940.9,4713.0,113.0,265.402,2.8785,8014.0,142.1,4.32,0.07,1.6,0.05,,,1.94,0.299502,"15,16,17,56,57",2019-12-05,2022-12-12,2022-12-16 12:08:26,TFOP FP/NEB
593,316468545,2050.01,PC,"FSCP, FSOP, LowSNR, LCMOD",24,13.5975,2.75,0.05,0.17,0.88,9.703619999999999,8.3,2099,316468545,2050.01,,2,4,4,2,4,4,4,1.6,33.6,4.95,2,3,5,PC,PC,9.703619999999999,0.006,,1,qlp-s57-ffi,QLP,21:35:37.99,65:26:15.13,20.968000000000004,0.059000000000000004,2.08,0.054000000000000006,2459829.169856,0.012916399999999998,13.597127300000002,1.884E-4,2.767,0.883,0.575593,0.070866,530.0,65.2676,2.06221,0.177118,49.9541,740.0,12.0,113.725,0.3925,5985.0,155.5,4.59,0.08,0.88,0.04,,,1.101,0.153044,"16,17,18,24,56,57",2020-06-19,2022-12-13,2022-12-16 12:08:26,
597,318746829,1540.01,FP,"CO, FSCP, LowSNR",17,5.23121,3.83,0.30,0.0,0.0,10.4234,6.29,1559,318746829,1540.01,,5,5,5,5,5,5,5,,,30.34,0,0,2,PC,FP,10.4234,0.023,,1,qlp,QLP,23:18:52.47,56:00:30.95,-1.5619999999999998,0.106,-3.3280000000000003,0.094,2458769.3971,0.0028699999999999997,5.23121,0.0032600000000000003,3.826,0.6729999999999999,3.31,0.005589,3043.98,5.1476,,,19.367,584.0,23.0,2537.64,506.585,3593.0,178.4,,,,,,,,,17,2019-12-05,2020-07-09,2022-12-14 12:09:24,TFOP NEB; possible secondary; Gaia parameters suggest star is a giant
599,319068154,1541.01,FP,"FSCP, SS",17,3.7973800000000004,1.67,0.30,1.38,2.36,9.7436,6.3,1560,319068154,1541.01,,5,5,5,5,5,5,5,47.3,75.8,317.0,1,1,0,PC,FP,9.7436,0.006,,1,qlp,QLP,23:20:26.12,55:31:26.8,-6.7,1.5,-3.1,1.5,2458767.31768,0.0026899999999999997,3.7973800000000004,8.900000000000001E-4,1.673,0.43799999999999994,3.2838849999999997,0.038379,3020.0,35.3473,15.4506,,3462.21,,17.0,581.487,,9500.0,,,,2.36,,,,,,17,2019-12-05,2020-05-20,2022-12-14 12:09:24,Slight depth-aperture correlation; transit looks asymmetric
605,326114850,1504.01,pFP,"FSOP, pCO, LowSNR, LCMOD, Short-P","16,17",1.2456399999999999,1.35,0.06,0.33,1.5,9.98645,8.0,1523,326114850,1504.01,,5,5,5,5,5,5,5,10.5,64.2,13.17,1,4,2,PC,FP,9.98645,0.006,,1,qlp,QLP,22:06:16.78,52:42:06.9,39.91,0.084,-4.587,0.061,2458739.37807,0.0034700000000000004,1.2456399999999999,1.6999999999999999E-4,1.3530000000000002,0.313,0.684229,0.001872,630.0,1.7243700000000002,3.69201,0.278543,1633.84,1771.0,12.0,231.273,2.5675,6194.0,130.4,4.16,0.08,1.5,0.07,,,1.187,0.165927,"16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Potential level 1 candidate
607,328167090,1384.01,pFP,"FSCP, pCO","16,17",0.71255,1.81,0.05,0.44,2.1,10.0009,8.34,1394,328167090,1384.01,,5,5,5,5,5,5,5,20.6,65.6,21.34,1,2,2,EB,FP,10.0009,0.006,,1,qlp-s57-ffi,QLP,22:06:39.23,55:41:10.52,-2.097,0.061,-9.395,0.048,2459880.756663,0.002129,0.7131491999999999,3.7000000000000006E-6,2.428,0.601,0.488691,0.060769000000000004,450.0,55.9689,4.89712,,18159.7,3234.0,26.0,235.218,1.7195,5128.9,90.1,3.88,,1.93,,,,1.034,,"16,17,56,57",2019-10-30,2022-12-12,2022-12-16 12:08:26,TFOP FP
608,328750515,1403.01,FP,"FSCP, CO, Vshape, OED","16,17",2.33535,3.86,0.34,2.26,2.08,10.7387,6.16,1413,328750515,1403.01,,5,5,5,5,5,5,5,82.4,102.6,317.0,4,1,1,EB,FP,10.7387,0.006,,1,spoc-s56-b0A,QLP,22:09:08.9,57:56:20.3,4.333,0.06,6.381,0.054000000000000006,2459825.3447849997,0.005291578000000001,2.3359622470724104,8.0751005E-4,6.01656841700047,0.41946667,3.3342519999999998,0.185038,3066.24927491273,170.41193,18.3852988662301,19.547457,7363.48308376303,2362.6020307889103,11.78653,482.603,9.0575,7577.0,141.5,4.05,0.08,2.0780000686645503,0.0756332,,,1.7590000000000001,0.277908,"16,17,56",2019-10-30,2022-12-08,2022-12-16 12:08:26,TFOP FP/NEB
609,329145325,1501.01,FP,"Vshape, OED, FSCP, CO, Short-P","16,17",1.0767200000000001,2.75,0.38,1.55,1.58,10.4089,6.04,1520,329145325,1501.01,,5,5,5,5,5,5,5,57.9,174.1,74.31,6,1,1,EB,FP,10.4089,0.006,,1,qlp-s57-ffi,QLP,22:10:51.02,59:39:01.99,-14.044,0.054000000000000006,-9.229,0.047,2459882.024875,0.0012905999999999998,1.077774,3.0E-6,2.682,0.305,2.913679,0.8958969999999999,2680.0,824.811,10.1773,1.29281,61535.5,4387.0,49.0,351.079,3.241,7274.0,508.9,4.25,0.11,1.58,0.06,,,1.64,0.369883,"16,17,24,56,57",2019-12-05,2022-12-12,2022-12-16 12:08:26,Crowded field; TFOP FP/NEB
612,331034236,1505.01,PC,"FSOP, FSCP, LowSNR, UC","16,17",3.42985,3.68,0.05,0.41,2.07,9.27116,8.3,1524,331034236,1505.01,,3,4,3,3,3,4,4,47.4,138.8,78.38,0,3,2,PC,PC,9.27116,0.006,,1,qlp-s57-ffi,QLP,21:44:21.96,58:33:05.64,-34.821999999999996,0.057999999999999996,-26.776,0.05,2459878.314796,0.0038033999999999997,3.4265252999999998,2.52E-5,4.2669999999999995,1.3130000000000002,0.488691,1.306481,450.0,1202.59,10.511,3.00367,25081.2,3505.0,20.0,236.734,1.4865,6338.0,144.5,3.9,0.09,2.07,0.09,,,1.254,0.19223800000000002,"16,17,56,57",2019-12-05,2022-12-07,2022-12-16 12:08:26,saturated column in diff image likely causing centroid offset in SPOC s56
614,332154944,1577.01,FP,"LowSNR, CO, FSCP",18,0.9983700000000001,1.63,0.27,0.47,1.13,9.60027,6.41,1596,332154944,1577.01,,5,5,5,5,5,5,5,42.3,180.8,24.41,0,2,0,PC,FP,9.60027,0.006,,1,qlp,QLP,01:17:06.87,57:30:51.23,63.025,0.038,-25.533,0.045,2458791.36882,9.599999999999999E-4,0.9983700000000001,7.0E-5,1.632,0.084,2.9681130000000002,8.07E-4,2730.0,0.743409,5.2948900000000005,0.268196,2465.96,1963.0,82.0,143.575,0.636,6082.0,141.4,4.39,0.08,1.13,0.05,,,1.139,0.157936,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,Check neighbor 332154930
616,334811204,2063.01,PC,"LowSNR, LCMOD, FSOP, NT",24,21.07626,2.12,0.19,1.04,2.46,10.3499,6.81,2112,334811204,2063.01,,3,4,3,3,3,4,4,9.4,39.4,93.39,4,1,1,PC,PC,10.3499,0.006,,1,qlp,QLP,22:06:48.42,63:35:56.56,-2.549,0.042,-3.778,0.040999999999999995,2458743.99764,0.00385,21.07626,8.2E-4,2.124,0.456,2.053983,0.008069,1890.0,7.43208,11.6504,0.84431,31.6166,660.0,11.0,514.9680000000001,6.0355,7577.0,491.6,3.9,0.09,2.46,0.09,,,1.7590000000000001,0.323999,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,
618,335483600,1480.01,PC,"LCMOD, pVshape, FSOP, FSCP","16,17",3.3540400000000004,2.14,1.01,0.0,0.0,8.7514,4.99,1499,335483600,1480.01,,3,4,3,3,3,4,4,,,84.09,8,1,6,PC,PC,8.7514,0.025,,1,qlp,QLP,22:10:27.27,63:33:01.98,-0.18100000000000002,0.423,-2.6830000000000003,0.44,2458742.14046,0.0014199999999999998,3.3540400000000004,1.4E-4,2.141,0.127,11.021689,2.687567,10100.0,2472.28,,,3877.41,2198.0,23.0,893.0930000000001,285.67,8181.0,188.8,,,,,,,,,"16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Need stellar parameters; transiting object could be too large; highly variable star
621,336456596,2028.01,PC,"FSOP, NT, UC, FSCP, LowSNR",24,0.77871,1.46,0.07,0.55,2.25,10.9141,7.93,2077,336456596,2028.01,,5,5,5,5,5,5,5,12.1,45.1,31.56,1,0,0,PC,FP,10.9141,0.040999999999999995,,1,qlp,QLP,22:17:44.26,62:27:54.03,4.431,0.042,0.9,0.039,2458739.6299400004,0.00288,0.77871,1.0E-5,1.4580000000000002,0.192,0.727687,0.001039,670.0,0.957405,6.16036,0.31560900000000003,10057.7,2789.0,16.0,609.996,8.9055,7751.0,349.7,4.0,0.09,2.25,0.07,,,1.83,0.325305,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,crowded field; check bright neighbors; minor depth-aperture correlation
623,336740528,1352.01,PC,FSOP,"16,17",5.29625,3.07,0.47,1.31,1.93,10.4209,5.81,1362,336740528,1352.01,,5,5,5,5,2,5,5,48.4,50.8,317.0,0,5,2,PC,APC,10.4209,0.006,,1,qlp,QLP,22:18:57.25,61:08:56.36,14.02,1.44,12.843,1.483,2458740.6261,0.00133,5.29625,5.4E-4,3.07,0.134,5.16,0.002171,4741.26,1.99973,14.6325,2.04104,360.49699999999996,1213.0,57.0,315.0431,,5958.7,484.3,,,1.93,0.29,,,,,"16,17",2019-10-30,2019-10-30,2022-12-14 12:09:24,
624,339522221,1917.01,PC,"HATS-35 b, KP, FSOP, pVshape, pTD",13,1.8206900000000001,3.05,1.23,1.4,1.35,12.0457,4.77,1962,339522221,1917.01,,5,5,5,5,5,5,5,73.4,74.5,317.0,0,0,1,KP,KP,12.0457,0.006,,1,qlp,QLP,19:46:45.23,-63:33:56.34,19.406,0.05,-12.796,0.045,2458655.29768,0.00125,1.8206900000000001,1.6E-4,3.049,0.11800000000000001,13.481337,0.002931,12340.0,2.69921,15.6593,0.791515,2440.7,1958.0,83.0,514.555,10.008,6155.0,132.9,4.24,0.08,1.35,0.07,,,1.17,0.155332,13,2020-05-29,2020-05-29,2022-12-14 12:09:24,
630,343442463,1387.01,PC,"FSCP, Short-P, LowSNR, UC",16,0.78381,1.44,0.04,0.35,1.72,8.95861,8.43,1397,343442463,1387.01,,5,5,5,5,5,5,5,16.3,104.7,15.39,1,1,6,PC,FP,8.95861,0.006,,1,qlp,QLP,22:46:04.49,55:09:46.56,14.058,0.07400000000000001,-1.994,0.061,2458739.5222,0.0029,0.78381,1.5E-4,1.443,0.18899999999999997,0.46273000000000003,0.001257,426.099,1.1574,3.89595,0.23646599999999998,9401.36,2743.0,18.0,239.688,2.551,7842.0,120.2,4.22,0.08,1.72,0.05,,,1.921,0.29743800000000004,16,2019-10-30,2019-10-30,2022-12-14 12:09:24,
642,354006740,1665.01,FP,"Vshape, FSCP, pSS, Short-P, CO","18,19",1.76406,3.09,0.09,1.1,2.03,6.306,7.65,1685,354006740,1665.01,,5,5,5,5,5,5,5,376.5,909.1,105.97,1,45,4,PC,FP,6.4018,0.006,,1,qlp,QLP,05:53:28.57,37:20:21.88,-45.908,0.083,83.682,0.067,2458819.00417,0.0022,1.76406,2.9E-4,3.0860000000000003,0.077,0.945002,0.223557,870.0,205.882,12.3762,3.48063,40901.7,3961.0,34.0,66.5241,0.23325,6481.7,362.6,,,2.03,0.22,,,,,"18,19",2020-01-29,2020-01-29,2022-12-14 12:09:24,very crowded field; v-shaped; matches to 723801895 which is 0.1 mag and 723801891 which is 1.8 mag fainter
645,355637190,293.01,pFP,"Vshape, Short-P, Sync, EV",2,0.8054600000000001,1.19,0.31,0.79,1.45,11.024000000000001,6.28,220,355637190,293.01,,5,5,5,5,3,5,5,45.7,128.7,49.86,7,1,1,PC,APC,11.024000000000001,0.006,,1,qlp-toi-update-03-29-22,QLP,23:52:37.09,-54:28:08.18,10.067,0.052000000000000005,-18.873,0.061,2459109.911388,4.1960000000000006E-4,0.8054361,6.0E-7,1.06,0.171,3.240324,0.004024,2980.0,3.70654,8.06243,0.509925,2752.55,2017.0,98.0,336.36699999999996,4.922,5905.0,456.4,4.13,0.69,1.4,0.07,,,1.11,0.14084100000000002,"1,2,28,29",2018-12-20,2022-03-29,2022-12-14 12:09:24,V-shaped; TFOP APC: previously retired as BEB due to chromaticity; some odd-even
657,361034196,1090.01,FP,"CO, pVshape,FSCP",12,2.19296,4.59,0.49,2.03,2.95,10.0196,5.77,1074,361034196,1090.01,,5,5,5,5,5,5,5,109.0,166.5,317.0,1,2,2,PC,FP,10.0196,0.006,,1,qlp,QLP,16:08:03.92,-68:35:19.8,5.989,0.034,2.5140000000000002,0.049,2458628.96316,0.0022,2.19296,3.0E-4,4.586,0.079,5.369998000000001,0.764858,4933.74,704.212,22.7769,8.69015,31883.5,3722.0,100.0,566.502,11.2155,7009.8,184.2,3.6,0.61,2.95,0.16,,,1.61,0.268741,12,2019-08-06,2019-08-06,2022-12-14 12:09:24,Could be inflated hot Jupiter or Brown Dwarf at a short period
662,365683032,1354.01,PC,"FSCP, UC, Vshape","15,16",1.4290399999999999,3.29,0.12,0.62,1.65,8.788219999999999,7.29,1364,365683032,1354.01,,5,5,5,5,5,5,5,68.9,493.8,38.85,0,1,2,EB,FP,8.788219999999999,0.01,,1,qlp,QLP,20:48:43.19,51:54:38.51,6.909,0.081,3.48,0.073,2458716.3009099998,0.011640000000000001,1.4290399999999999,4.7999999999999996E-4,3.2910000000000004,0.452,1.3145360000000001,0.174037,1210.0,160.281,6.963439999999999,,164126.0,5607.0,10.0,245.77599999999998,2.9185,9224.0,163.0,4.37,,1.65,,,,2.338,,"15,16",2019-10-30,2020-05-20,2022-12-14 12:09:24,TFOP FP; retired as NEB
664,366074069,1521.01,PC,"FSCP, LCMOD, AT, FSOP, UC","17,18",4.1810599999999996,4.57,0.52,1.51,2.31,9.78876,5.71,1540,366074069,1521.01,,3,4,3,3,3,4,4,79.8,88.4,317.0,7,2,4,PC,PC,9.78876,0.006,,1,qlp,QLP,23:47:04.94,69:02:58.28,-6.51,0.044000000000000004,-11.243,0.042,2458768.08864,7.099999999999999E-4,4.1810599999999996,1.1999999999999999E-4,4.574,0.084,5.638730000000001,2.66E-4,5180.0,0.24544000000000002,16.9776,0.8139430000000001,1085.44,1599.0,114.0,317.752,2.623,6146.0,188.9,3.78,0.09,2.31,0.11,,,1.166,0.186211,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,Match to 366074071
672,368320811,2036.01,PC,"FSOP, pVshape, FSCP, Short-P, LCMOD",24,1.25825,1.19,0.05,0.43,2.18,8.97913,8.32,2085,368320811,2036.01,,3,4,3,3,4,4,4,16.8,77.4,21.47,6,3,9,PC,PC,8.97913,0.006,,1,qlp-s51-ffi,QLP,15:32:03.58,24:05:06.06,-17.558,0.042,15.161,0.037000000000000005,2458981.359291,0.0036288,1.2583328999999999,3.927E-4,1.17,0.304,0.477829,0.002881,440.0,2.6534,4.91523,0.444234,1480.01,1727.0,10.0,231.827,1.6665,6549.0,134.3,3.89,0.09,2.18,0.09,,,1.354,0.218106,"24,51",2020-06-19,2022-06-24,2022-12-14 12:09:24,
680,374908020,1029.01,PC,"FSCP, MSD, SSys","2,9",36.222141,5.11,0.72,0.0,0.0,6.841,5.36,1012,374908020,1029.01,,5,5,5,5,5,5,5,30.4,273.8,74.24,0,1,1,EB,FP,6.841,0.0,,1,qlp-s09-b03,QLP,05:54:57.38,-65:57:31.82,,,,,2458365.8931299997,9.599999999999999E-4,36.22214,4.5999999999999996E-4,5.107,0.188,7.812771000000001,0.24776399999999998,7170.0,228.173,,,,,285.0,,,,,,,,,,,,,"2,9",2019-06-11,2021-12-07,2022-12-14 12:09:24,GAIA DR2: Teff = 6109 K; R = 1.091 R_solar; the planet is probably jupiter size; retired as NEB
682,376682699,1511.01,FP,"LowSNR, Short-P, OED, FSCP, CO","17,18",1.10264,2.42,0.29,2.18,2.0,10.380999999999998,6.33,1530,376682699,1511.01,,5,5,5,5,5,5,5,197.3,400.5,317.0,1,1,0,PC,FP,10.380999999999998,0.027000000000000003,,1,qlp,QLP,22:41:24.54,69:04:28.01,4.381,0.047,-0.315,0.044000000000000004,2458765.1529900003,0.0011300000000000001,1.10264,5.0E-5,2.419,0.045,3.1967659999999998,0.807189,2940.0,743.172,24.3905,6.03547,143773.0,5424.0,75.0,544.2330000000001,7.681,9218.0,397.9,4.21,0.07,2.0,0.06,,,2.34,0.33886700000000003,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,Some centroid offset; 2 stars in pixel
683,376838000,1618.01,PC,"UC, FSCP, LowSNR","17,18",2.1679,1.39,0.06,0.48,2.0,9.9272,8.13,1637,376838000,1618.01,,5,5,5,5,5,5,5,8.6,50.9,24.64,0,1,0,PC,FP,9.9272,0.033,,1,qlp,QLP,22:43:38.32,69:05:30.94,11.937000000000001,0.055,2.525,0.049,2458765.05965,0.0045,2.1679,3.1E-4,1.39,0.551,0.608183,0.005979,560.0,5.50695,5.32848,0.574709,10508.5,2820.0,11.0,451.796,6.61,10596.0,671.7,4.27,0.09,2.0,0.1,,,2.74,0.41714300000000004,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,TFOP retired as NEB; some depth-aperture correlation
684,377144784,1619.01,FP,"LCMOD, LS_P=P, FSCP, Vshape, SS","17,18",2.3872299999999997,2.97,0.06,1.03,4.73,10.0552,8.07,1638,377144784,1619.01,,3,4,3,3,3,4,4,26.7,34.4,91.18,0,2,1,PC,PC,10.0552,0.006,,1,qlp-s57-ffi,QLP,22:49:46.54,68:15:03.85,68.76,0.048,3.2439999999999998,0.044000000000000004,2459880.287619,0.0034993000000000003,2.386701,1.09E-5,2.911,0.846,0.619046,0.06109,570.0,56.2644,11.5,,1567.81,1753.0,21.0,396.20099999999996,4.0995,5017.0,122.0,,,4.73,,,,,,"17,18,24,57",2019-12-19,2022-12-13,2022-12-14 12:09:24,depth aperture correlation; possible secondary
687,378291076,1620.01,PC,"FSCP, NT, LowSNR","17,18",1.5987799999999999,2.13,0.03,0.23,1.49,9.53523,8.77,1639,378291076,1620.01,,2,4,2,2,4,4,4,5.2,45.4,7.21,1,3,4,PC,PC,9.53523,0.006,,1,qlp,QLP,23:52:51.27,61:21:36.93,12.29,0.04,-14.458,0.032,2458764.9020599998,0.00985,1.5987799999999999,4.9E-4,2.125,0.508,0.33663000000000004,0.001347,310.0,1.24031,2.58244,0.215214,2743.62,2016.0,9.0,207.505,1.044,6594.0,142.3,4.23,0.09,1.49,0.07,,,1.375,0.24106100000000003,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,
688,378355116,2054.01,PC,"LCMOD, FSOP, LowSNR, FSCP, UC",24,3.56771,3.29,0.09,0.56,2.08,10.7633,7.64,2103,378355116,2054.01,,3,4,3,3,3,4,4,8.8,32.4,32.28,2,2,3,PC,PC,10.7633,0.006,,1,qlp,QLP,23:52:59.61,60:28:54,-0.9,4.8,0.7,5.0,2458769.22248,0.00644,3.56771,1.6E-4,3.292,0.9209999999999999,0.9558690000000001,0.004414,880.0,4.06544,6.22981,4.393669999999999,3624.81,2161.0,11.0,,,8124.0,221.0,,,2.08,1.46,,,,,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,Check nearby stars - possible NEB but no odd-even; centroid; or depth aperture. Lightcurve shows variability
689,378613125,1981.01,PC,"FSCP, LowSNR, NT","10,11",2.47707,2.61,0.05,0.45,2.14,10.001,8.19,2026,378613125,1981.01,,3,4,3,3,3,4,4,6.1,41.8,22.21,0,0,1,PC,PC,10.001,0.006,,1,qlp,QLP,10:22:21.75,-63:39:16.63,-13.642000000000001,0.057999999999999996,4.457,0.054000000000000006,2458572.35781,0.01055,2.47707,8.300000000000001E-4,2.611,0.541,0.575593,0.002018,530.0,1.8585099999999999,4.99607,0.35615399999999997,7992.76,2634.0,9.0,540.252,9.6545,8749.3,281.8,,,2.14,0.07,,,2.49,0.3148,"10,11",2020-06-17,2020-06-17,2022-12-14 12:09:24,Need SG1 to check TIC 378613125
695,384045439,1496.01,FP,"pSS, FSOP, OED, CO","16,17",10.82661,6.88,0.59,1.03,0.68,10.0478,5.57,1515,384045439,1496.01,,5,5,5,5,5,5,5,70.1,393.9,91.91,1,1,0,PC,FP,10.0478,0.006,,1,qlp,QLP,21:49:06.23,53:17:37.56,174.708,0.053,10.008,0.045,2458743.87066,0.0018899999999999998,10.82661,6.4E-4,6.877000000000001,0.27399999999999997,6.413894,1.281099,5890.0,1179.24,11.5303,2.66157,760.6669999999999,1463.0,39.0,78.3164,0.1766,5113.0,122.4,4.71,0.09,0.68,0.04,,,0.86,0.104235,"16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Period is 21.65 days
