,Unnamed: 0,TIC ID,ExoFOP-TESS,Sectors,Epoch [BJD],Period [Days],Duration [Hours],Depth [ppm],Depth [%],Rtranister [RJup],Rstar [RSun],Tmag,Delta Tmag,Paper disp (LC),Paper comm
914,982,229510866,https://exofop.ipac.caltech.edu/tess/target.php?id=229510866,"14,15,17,18,19",1684.4040000000969,2.10324,0.16833333333333333,6730.0,0.67,1.49,1.93,10.079,5.43,1,
915,983,229536616,https://exofop.ipac.caltech.edu/tess/target.php?id=229536616,15,1686.9390000002459,3.93034,0.15291666666666667,9725.0,0.97,1.33,1.37,10.9873,5.03,1,
916,984,229586455,https://exofop.ipac.caltech.edu/tess/target.php?id=229586455,20,1685.1949999998324,2.20016,0.06874999999999999,1330.0,0.13,0.23,0.71,12.2415,7.19,1,
917,985,229650439,https://exofop.ipac.caltech.edu/tess/target.php?id=229650439,"14,15,16,17,18",1688.7630000002682,5.14002,0.03208333333333333,610.0,0.06,0.25,0.82,10.3237,8.04,1,LOWSNR
918,986,229650439,https://exofop.ipac.caltech.edu/tess/target.php?id=229650439,"14,15,16,17,18,19",1689.9210000000894,9.427131,0.065,661.0,0.07,0.25,0.82,10.3237,7.95,1,"LCMOD,LOWSNR"
919,987,229742722,https://exofop.ipac.caltech.edu/tess/target.php?id=229742722,"14,15,16,17,18,19,20,22,23",1726.1400000001304,63.483419999999995,0.19833333333333333,5406.0,0.54,0.95,1.4,9.93689,5.67,1,long period
920,988,229747848,https://exofop.ipac.caltech.edu/tess/target.php?id=229747848,"14,15,16",1684.402999999933,0.8475,0.03375,448.0,0.04,0.19,0.89,10.7157,8.37,1,"LOWSNR, look at stacked modshift, UC, FSCP"
921,989,229747848,https://exofop.ipac.caltech.edu/tess/target.php?id=229747848,"14,15,16,17,19,20,21,22,23",1683.3540000002831,4.841665,0.09791666666666667,428.0,0.04,0.19,0.89,10.7157,8.42,1,"LOWSNR,FSCP"
922,990,229750058,https://exofop.ipac.caltech.edu/tess/target.php?id=229750058,20,1693.1499999999069,10.18246,0.12125000000000001,10730.0,1.07,0.99,1.01,11.7204,4.92,1,
923,991,229770036,https://exofop.ipac.caltech.edu/tess/target.php?id=229770036,16,1684.5019999998622,2.14056,0.08458333333333333,356.0,0.04,0.16,0.84,10.6666,8.62,1,UC
924,992,229781583,https://exofop.ipac.caltech.edu/tess/target.php?id=229781583,"14,15,16",1684.535000000149,4.820718,0.09958333333333334,2253.0,0.23,0.27,0.52,12.1819,6.62,1,"LCMOD,SPR"
925,993,229791084,https://exofop.ipac.caltech.edu/tess/target.php?id=229791084,20,1683.9190000002272,1.64533,0.11041666666666666,19250.0,1.93,1.66,1.32,12.2856,4.29,1,Qatar-10 b
926,994,229811538,https://exofop.ipac.caltech.edu/tess/target.php?id=229811538,10,1578.4080000002868,11.529391,0.20625000000000002,24407.0,2.44,1.71,1.21,12.2864,4.03,1,
927,995,229888286,https://exofop.ipac.caltech.edu/tess/target.php?id=229888286,24,1957.401999999769,5.597580000000001,0.20875,3040.0,0.3,0.92,1.84,10.7165,6.29,1,LCMOD
928,996,229938290,https://exofop.ipac.caltech.edu/tess/target.php?id=229938290,21,1871.091000000015,1.419866,0.05458333333333334,465.0,0.05,0.2,0.98,9.2742,8.33,1,"LOWSNR,UC,SPR"
929,997,229944666,https://exofop.ipac.caltech.edu/tess/target.php?id=229944666,17,1772.6469999998808,11.327525,0.12916666666666668,1162.0,0.12,0.29,0.85,10.8597,7.34,1,
930,998,229951289,https://exofop.ipac.caltech.edu/tess/target.php?id=229951289,"14,15,16,17,18,19",1692.7349999998696,13.3118,0.18708333333333335,750.0,0.08,0.24,0.98,10.2572,7.81,0,"NT,LCMOD"
931,999,230017324,https://exofop.ipac.caltech.edu/tess/target.php?id=230017324,23,1691.3040000000037,9.69249,0.10833333333333334,1420.0,0.14,0.26,0.75,10.6355,7.12,1,
932,1000,230017325,https://exofop.ipac.caltech.edu/tess/target.php?id=230017325,"14,15,16,17,18,19",1691.3030000003055,9.6926,0.10375000000000001,1060.0,0.11,1.06,3.51,10.3843,7.44,1,SSys 
933,1001,230075227,https://exofop.ipac.caltech.edu/tess/target.php?id=230075227,"14,16,17,18,19,20,21,22,23",1684.6899999999441,6.115464,0.08583333333333333,412.0,0.04,0.16,0.85,9.7807,8.46,1,"strong LCMOD,NT"
934,1002,230086768,https://exofop.ipac.caltech.edu/tess/target.php?id=230086768,18,1797.1269999998622,8.857783,0.11458333333333333,102947.0,10.29,1.6,0.39,13.4447,2.47,0,OED
935,1003,230087585,https://exofop.ipac.caltech.edu/tess/target.php?id=230087585,20,1687.0740000000224,8.82643,0.14458333333333334,5680.0,0.57,1.06,1.56,12.6053,5.61,1,
936,1004,230088370,https://exofop.ipac.caltech.edu/tess/target.php?id=230088370,23,1695.3610000000335,14.00785,0.24208333333333332,6290.0,0.63,1.12,1.57,10.1772,5.50,1,
937,1005,230127302,https://exofop.ipac.caltech.edu/tess/target.php?id=230127302,"14,15,16",1686.5649999999441,4.307412,0.09208333333333334,1075.0,0.11,0.3,0.88,11.1802,7.42,1,"multi, TOI 1246"
938,1006,230127302,https://exofop.ipac.caltech.edu/tess/target.php?id=230127302,"14,15,16",1683.4750000000931,5.903194,0.11,907.0,0.09,0.3,0.88,11.1802,7.61,1,"multi, TOI 1246"
939,1007,230127302,https://exofop.ipac.caltech.edu/tess/target.php?id=230127302,"14,15,16",1688.9399999999441,18.652357000000002,0.14958333333333332,1451.0,0.15,0.3,0.88,11.1802,7.10,1,"multi, TOI 1246"
940,1008,230127302,https://exofop.ipac.caltech.edu/tess/target.php?id=230127302,"14,15,16,17,19,20,21,22,23",1700.720000000205,37.919841,0.14791666666666667,1396.0,0.14,0.3,0.88,11.1802,7.14,1,"multi, TOI 1246"
941,1009,230375747,https://exofop.ipac.caltech.edu/tess/target.php?id=230375747,20,1685.5719999996945,2.7633900000000002,0.14208333333333334,13170.0,1.32,1.5,1.43,12.8079,4.70,1,
942,1010,230377505,https://exofop.ipac.caltech.edu/tess/target.php?id=230377505,20,1685.4830000000075,4.5149099999999995,0.11791666666666667,310.0,0.03,0.16,0.97,10.485999999999999,8.77,1,"LOWSNR,UC,SPR"
943,1011,230386259,https://exofop.ipac.caltech.edu/tess/target.php?id=230386259,23,1690.6069999998435,11.00468,0.20583333333333334,280.0,0.03,0.42,2.87,9.6746,8.88,1,SSys
944,1012,230386397,https://exofop.ipac.caltech.edu/tess/target.php?id=230386397,"14,15,16,17,18,20,21,22,23",1690.280999999959,19.509587,0.22041666666666668,2324.0,0.23,0.41,0.71,11.2011,6.58,1,"SSys, LCMOD"
945,1013,230387153,https://exofop.ipac.caltech.edu/tess/target.php?id=230387153,"14,15,17,18,19,20,21,22,23",1686.8909999998286,41.752412,0.21041666666666667,959.0,0.1,0.25,0.91,11.315999999999999,7.55,1,"extra, TOI 2086"
948,1016,231289421,https://exofop.ipac.caltech.edu/tess/target.php?id=231289421,"2,3",1355.5540000000037,3.2065900000000003,0.10958333333333332,4410.0,0.44,1.38,2.29,11.632,5.89,1,"pTD, Vshape"
951,1019,231702397,https://exofop.ipac.caltech.edu/tess/target.php?id=231702397,1,1329.12099999981,5.0776769999999996,0.04833333333333333,6502.0,0.65,0.21,0.29,13.084000000000001,5.47,1,
952,1020,231728511,https://exofop.ipac.caltech.edu/tess/target.php?id=231728511,"4,5,6",1411.1540000000969,0.520662,0.024583333333333332,639.0,0.06,0.23,1.0,11.4966,7.99,0,"LOWNSR,Vshape,UC,pCO, sync"
954,1022,231912935,https://exofop.ipac.caltech.edu/tess/target.php?id=231912935,"1,2",1334.3909999998286,26.296721,0.11208333333333333,1089.0,0.11,0.31,1.02,10.5011,7.41,1,single event
955,1023,232025086,https://exofop.ipac.caltech.edu/tess/target.php?id=232025086,"5,6",1439.5019999998622,5.90215,0.14791666666666667,225.0,0.02,0.2,1.42,8.7542,9.12,0,"pSS in sec6, LOWNSR, pVshape"
956,1024,232038798,https://exofop.ipac.caltech.edu/tess/target.php?id=232038798,"6,7",1471.25,4.153230000000001,0.08333333333333333,20576.0,2.06,1.1,0.78,11.3187,4.22,1,"WASP-168 b, pTD"
957,1025,232540264,https://exofop.ipac.caltech.edu/tess/target.php?id=232540264,"14,15,16",1687.6510000000708,15.923848999999999,0.17833333333333334,648.0,0.06,0.25,1.08,8.4724,7.97,1,
958,1026,232612416,https://exofop.ipac.caltech.edu/tess/target.php?id=232612416,"14,15,16,17,18,19",1687.12099999981,4.360136,0.09333333333333334,5547.0,0.55,0.59,0.87,11.1153,5.64,1,WE FFI
959,1027,232635922,https://exofop.ipac.caltech.edu/tess/target.php?id=232635922,"14,15,16,18,19",1683.9219999997877,5.985568,0.06541666666666666,2722.0,0.27,0.2,0.42,12.7963,6.41,1,"Vshape, FSCP"
960,1028,232641326,https://exofop.ipac.caltech.edu/tess/target.php?id=232641326,20,1684.7609999999404,17.86825,0.23208333333333334,11010.0,1.1,1.71,1.64,11.5816,4.90,1,"LCMOD,UC"
961,1029,232650365,https://exofop.ipac.caltech.edu/tess/target.php?id=232650365,"14,15,16,19",1684.7859999998473,2.525267,0.03625,1425.0,0.14,0.14,0.41,11.9589,7.12,1,"LOWSNR,UC,SPR"
962,1030,232679662,https://exofop.ipac.caltech.edu/tess/target.php?id=232679662,15,1687.7990000001155,7.850210000000001,0.29333333333333333,14710.0,1.47,0.0,0.0,9.987001,4.58,0,SS
963,1031,232967440,https://exofop.ipac.caltech.edu/tess/target.php?id=232967440,"14,15",1688.714999999851,7.06456,0.105,7869.0,0.79,0.81,0.96,10.2938,5.26,1,
964,1033,232971294,https://exofop.ipac.caltech.edu/tess/target.php?id=232971294,"14,15",1689.658999999985,6.391213,0.1875,420.0,0.04,0.25,1.32,9.6635,8.44,1,"LOWSNR,SPR"
965,1034,232976128,https://exofop.ipac.caltech.edu/tess/target.php?id=232976128,"14,15",1694.3819999997504,13.078807000000001,0.12875,1032.0,0.1,0.29,1.0,10.2108,7.47,1,
966,1035,232982558,https://exofop.ipac.caltech.edu/tess/target.php?id=232982558,23,1703.4780000001192,27.643040000000003,0.21666666666666667,380.0,0.04,0.31,1.62,9.98671,8.55,1,single event
967,1036,232982938,https://exofop.ipac.caltech.edu/tess/target.php?id=232982938,20,1690.7330000000075,9.09422,0.18875,2930.0,0.29,0.78,1.56,11.1315,6.33,1,
968,1037,233009109,https://exofop.ipac.caltech.edu/tess/target.php?id=233009109,"15,16,17,18,19",1717.0060000000522,14.446534,0.2520833333333333,251.0,0.03,0.28,1.95,8.57502,9.00,1,
969,1038,233047097,https://exofop.ipac.caltech.edu/tess/target.php?id=233047097,20,1692.2430000002496,11.30916,0.08,12830.0,1.28,1.5,1.25,12.9417,4.73,1,
970,1039,233059608,https://exofop.ipac.caltech.edu/tess/target.php?id=233059608,14,1683.6430000001565,1.4415040000000001,0.03875,547.0,0.05,0.34,1.58,6.895,8.15,1,"LOWSNR,FSCP,pCO"
971,1040,233071822,https://exofop.ipac.caltech.edu/tess/target.php?id=233071822,"14,15,16,17,18,19",1684.973000000231,2.754667,0.035416666666666666,405.0,0.04,0.13,0.7,10.4302,8.48,1,"LOWSNR,UC"
972,1041,233071926,https://exofop.ipac.caltech.edu/tess/target.php?id=233071926,"14,15,16,17,18,19",1684.2340000001714,1.831811,0.06041666666666667,384.0,0.04,0.15,0.77,10.5657,8.54,1,"LOWSNR,LCMOD,UC,Vshape"
973,1042,233078665,https://exofop.ipac.caltech.edu/tess/target.php?id=233078665,20,1687.6959999999963,6.48257,0.09166666666666667,4470.0,0.45,1.06,1.73,12.8182,5.87,1,
974,1043,233087860,https://exofop.ipac.caltech.edu/tess/target.php?id=233087860,"14,15,16,17,18,19",1684.3599999998696,5.748419999999999,0.06999999999999999,840.0,0.08,0.21,0.69,9.9469,7.69,1,SPR
975,1044,233120979,https://exofop.ipac.caltech.edu/tess/target.php?id=233120979,"14,15,16,18,19,20,21,22,23",1685.8289999999106,5.963064,0.13291666666666666,9905.0,0.99,0.89,0.94,10.6479,5.01,1,
976,1045,233182695,https://exofop.ipac.caltech.edu/tess/target.php?id=233182695,"14,15,16,21,22",1684.426999999676,6.384144,0.08041666666666666,338.0,0.03,0.19,1.16,9.74428,8.68,1,
977,1046,233211762,https://exofop.ipac.caltech.edu/tess/target.php?id=233211762,"14,15,16,17,18",1683.686999999918,1.121917,0.03958333333333333,5908.0,0.59,0.71,0.62,12.0623,5.57,1,Vshape
978,1047,233390838,https://exofop.ipac.caltech.edu/tess/target.php?id=233390838,"15,16",1685.813000000082,6.44758,0.1075,11197.0,1.12,1.75,1.73,9.535910000000001,4.88,0,SS
979,1048,233497719,https://exofop.ipac.caltech.edu/tess/target.php?id=233497719,20,1686.4950000001118,3.80159,0.11541666666666667,18830.0,1.88,1.28,1.01,12.8746,4.31,1,
980,1049,233503636,https://exofop.ipac.caltech.edu/tess/target.php?id=233503636,"14,15,16,18,19,20,21,22,24",1685.8219999996945,3.4061199999999996,0.07125,1740.0,0.17,0.77,1.67,11.5906,6.90,0,"NT,LOWSNR,CO"
981,1050,233541860,https://exofop.ipac.caltech.edu/tess/target.php?id=233541860,"14,15,16,17",1683.6019999999553,0.26665,0.04083333333333333,304.0,0.03,0.11,0.63,9.9592,8.79,0,"LCMOD,pSS,pCO,P-short"
982,1051,233602827,https://exofop.ipac.caltech.edu/tess/target.php?id=233602827,"14,15,16,17,18,19",1685.9359999997541,4.489235,0.07833333333333332,1384.0,0.14,0.19,0.56,12.2574,7.15,1,multi
983,1052,233602827,https://exofop.ipac.caltech.edu/tess/target.php?id=233602827,"14,15,16,17,18,19",1688.7730000000447,9.046152000000001,0.07375,1993.0,0.2,0.19,0.56,12.2574,6.75,1,multi
984,1053,233617847,https://exofop.ipac.caltech.edu/tess/target.php?id=233617847,"14,15,16",1683.964999999851,15.516857,0.24416666666666667,925.0,0.09,0.27,1.0,9.601,7.58,1,multi
985,1054,233633993,https://exofop.ipac.caltech.edu/tess/target.php?id=233633993,"14,15,16,17,19,20,21,22,23",1695.8689999999478,17.968878,0.165,1244.0,0.12,0.25,0.77,11.8737,7.26,1,
986,1055,233681149,https://exofop.ipac.caltech.edu/tess/target.php?id=233681149,"14,15,16,17,18",1683.6899999999441,8.587467,0.21458333333333335,1905.0,0.19,0.48,0.99,10.8037,6.80,0,CO
987,1058,233720539,https://exofop.ipac.caltech.edu/tess/target.php?id=233720539,22,1684.2909999997355,2.55532,0.215,6690.0,0.67,1.84,2.48,10.8946,5.44,0,"sync, SS"
988,1060,233735068,https://exofop.ipac.caltech.edu/tess/target.php?id=233735068,"14,15,16,17",1683.6349999997765,7.686660000000001,0.18375,3667.0,0.37,1.92,3.22,10.0194,6.09,0,"SS,CO"
989,1061,233951353,https://exofop.ipac.caltech.edu/tess/target.php?id=233951353,"14,15,16",1695.4139999998733,22.095791000000002,0.23208333333333334,486.0,0.05,0.25,1.24,9.48477,8.28,1,
990,1062,233953967,https://exofop.ipac.caltech.edu/tess/target.php?id=233953967,"14,15,16",1687.8349999999627,5.54019,0.29833333333333334,2560.0,0.26,1.53,3.39,10.3589,6.48,1,
992,1064,234112540,https://exofop.ipac.caltech.edu/tess/target.php?id=234112540,6,1470.4180000000633,4.037678,0.10291666666666667,16014.0,1.6,1.37,1.19,13.4831,4.49,1,Vshape
993,1065,234345288,https://exofop.ipac.caltech.edu/tess/target.php?id=234345288,"1,2,13",1343.336999999825,23.519835,0.14541666666666667,1445.0,0.14,0.24,0.71,9.7806,7.10,1,multi
996,1068,234825296,https://exofop.ipac.caltech.edu/tess/target.php?id=234825296,6,1473.3819999997504,9.246063000000001,0.10041666666666667,13679.0,1.37,1.16,1.02,13.8786,4.66,1,
999,1071,235678745,https://exofop.ipac.caltech.edu/tess/target.php?id=235678745,"14,15,16,17,18,19,20,21,22,23",1692.801999999676,17.664629,0.11208333333333333,776.0,0.08,0.12,0.46,11.0788,7.78,1,multi
